,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
85,89,Kelvin Amian,fr FRA,"DF,MF",Nantes,fr Ligue 1,26.0,1998.0,9,7,670,7.4,0.0,0.0,0.0,0.0,0.01,0.05,0.01,0.05,8,3,37.5,5,62.5,49.19,2.84,13.24,21.76,15.14,0.68,49.19,1.08,0.41,0.68,23.24,109.32,57.16,1.89,1.89,0.0,0.54,0.81,26.76,3.65,1.88,0.0,1.35,0.41,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249,298,83.6,3818,1570,133,139,95.7,97,110,88.2,12,31,38.7,0.0,0.04,0.05,-0.04,0.81,2.43,0.95,0.27,3.78,40.27,30.14,10.14,0.14,0.27,0.0,1.35,10.0,0.0,0.0,0.0,0.0,33.65,0.0,1.62,0.4,0.13,0.0,0.0,0.02,-0.1,-0.1,44.4,0.14,0.0,0.0,1.49,0.27,0.0,0.14,1.76,0.0,0.0,3.11,0.54,0.68,3.11,2.7,0.41,0.0,1.76,2.16,0.41,0.95,0.41,3.24,1.89,0.0,81.3
89,93,Mathis Amougou,fr FRA,MF,Saint-Étienne,fr Ligue 1,18.0,2006.0,11,8,654,7.3,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.06,14,5,35.7,8,57.1,36.16,1.78,9.32,20.0,7.4,0.55,36.16,1.92,0.68,1.1,20.68,107.12,49.86,0.55,1.37,0.14,2.05,0.68,22.6,0.96,1.79,0.0,1.51,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,191,78.5,2455,877,73,84,86.9,59,74,79.7,12,19,63.2,0.0,0.01,0.01,-0.01,0.41,1.78,0.41,0.0,3.97,26.16,25.07,0.82,0.41,0.0,0.14,0.14,0.14,0.0,0.0,0.0,0.0,20.55,0.27,0.41,0.69,0.14,0.0,0.0,0.07,-0.4,-0.4,10.0,0.27,0.0,0.0,0.82,0.55,0.0,1.51,0.82,0.0,0.0,3.97,0.14,1.23,1.51,0.96,0.55,0.0,0.55,1.37,0.82,0.68,0.0,3.01,0.27,0.0,40.0
90,94,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,24.0,2000.0,9,8,724,8.0,0.25,0.87,0.25,0.87,0.28,0.48,0.28,0.48,32,12,37.5,17,53.1,35.62,0.12,3.12,13.12,20.25,4.5,35.62,4.0,1.5,2.12,19.5,151.0,87.88,3.5,1.5,1.62,2.0,0.75,23.12,9.0,2.74,0.75,2.0,0.0,0.12,0.38,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,126,187,67.4,1939,443,70,96,72.9,37,48,77.1,11,14,78.6,0.62,0.21,0.21,0.41,1.62,1.25,1.12,0.25,2.0,23.38,22.0,1.25,0.0,0.5,0.25,1.62,0.5,0.0,0.0,0.0,0.0,15.75,0.12,1.88,3.11,0.99,0.08,0.25,0.09,-0.2,-0.2,23.1,0.38,0.0,0.0,1.5,0.88,1.0,0.25,0.38,0.12,0.0,4.0,0.38,1.25,0.75,0.12,0.12,0.5,0.25,0.62,0.38,1.12,0.0,1.0,0.25,0.0,40.0
93,99,André,br BRA,MF,Wolves,eng Premier League,23.0,2001.0,8,6,453,5.0,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.04,4,3,75.0,1,25.0,51.8,6.2,17.6,31.2,3.6,0.2,51.8,0.8,0.6,0.2,27.0,110.4,51.8,0.2,0.4,0.0,1.2,1.0,34.6,0.4,1.59,0.2,1.6,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,189,202,93.6,3209,830,87,90,96.7,81,84,96.4,15,19,78.9,0.0,0.02,0.04,-0.02,0.6,2.4,0.2,0.0,2.6,40.4,39.6,0.6,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,37.8,0.2,0.4,0.4,0.2,0.0,0.0,0.03,-0.1,-0.1,0.0,0.4,0.0,0.0,1.6,2.0,0.0,0.6,1.4,0.0,0.0,6.0,0.0,0.0,2.4,1.4,0.6,0.4,1.6,2.2,0.6,2.8,0.8,3.0,1.6,0.0,72.7
99,105,Faustino Anjorin,eng ENG,MF,Empoli,it Serie A,23.0,2001.0,9,6,460,5.1,0.0,0.2,0.0,0.2,0.04,0.17,0.04,0.17,15,7,46.7,8,53.3,49.22,2.55,13.73,29.22,7.45,0.78,49.22,2.94,1.37,1.57,26.27,140.59,81.18,2.35,1.57,0.2,1.18,0.59,31.76,1.57,1.37,0.2,1.18,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,144,181,79.6,2679,924,58,66,87.9,67,78,85.9,16,30,53.3,0.2,0.12,0.1,0.08,0.78,3.73,0.98,0.0,4.71,35.49,33.53,1.76,0.98,0.39,0.39,0.98,0.0,0.2,0.0,0.2,0.0,28.24,0.2,0.39,0.98,0.0,0.0,0.0,0.04,-0.2,-0.2,33.3,0.39,0.0,0.0,2.16,2.16,0.0,0.78,0.98,0.0,0.2,4.51,0.59,1.18,2.55,0.59,1.57,0.39,0.2,1.37,1.18,1.57,0.39,3.33,1.76,0.0,14.3
104,110,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29.0,1995.0,6,5,380,4.2,0.24,0.24,0.24,0.24,0.14,0.18,0.14,0.18,2,0,0.0,1,50.0,28.33,0.71,8.57,10.0,9.76,1.43,28.33,0.48,0.0,0.24,12.62,55.48,23.81,0.71,0.48,0.24,1.43,0.48,16.43,2.62,0.95,0.24,0.71,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,46,74,62.2,673,123,20,30,66.7,18,27,66.7,3,7,42.9,0.0,0.05,0.05,-0.05,0.48,0.24,0.0,0.0,0.48,17.62,17.14,0.48,0.24,0.24,0.0,0.95,0.24,0.0,0.0,0.0,0.0,10.95,0.0,0.48,0.95,0.47,0.25,0.5,0.14,0.4,0.4,68.4,0.71,0.0,0.0,0.71,2.86,0.24,0.95,1.43,0.24,0.0,3.81,3.1,1.43,1.9,0.95,0.48,0.48,0.24,1.67,1.43,1.43,0.48,2.86,0.95,0.24,14.3
105,111,Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32.0,1992.0,11,7,749,8.3,0.0,0.0,0.0,0.0,0.01,0.12,0.01,0.12,14,12,85.7,2,14.3,58.19,4.34,21.45,23.98,13.01,1.2,58.19,1.69,1.45,0.24,24.46,119.28,64.34,2.29,0.24,0.36,1.08,0.84,30.72,4.58,2.16,0.24,1.69,0.36,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,281,393,71.5,4741,2182,142,165,86.1,116,149,77.9,21,52,40.4,0.0,0.11,0.14,-0.11,0.72,2.89,1.08,0.48,3.98,47.35,36.75,10.24,0.96,0.12,0.12,3.13,9.28,0.0,0.0,0.0,0.0,33.86,0.36,2.41,0.24,0.0,0.0,0.0,0.03,-0.1,-0.1,42.9,0.0,0.0,0.0,1.57,0.12,0.0,0.84,2.05,0.0,0.24,3.61,0.72,0.96,2.65,1.57,1.08,0.0,1.57,3.13,1.57,1.2,0.48,3.49,3.13,0.0,50.0
107,113,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,29.0,1995.0,14,10,918,10.2,0.39,0.39,0.2,0.2,0.26,0.27,0.1,0.12,13,6,46.2,6,46.2,38.92,1.27,6.47,22.94,9.71,2.75,38.73,1.27,0.59,0.59,17.35,68.43,25.59,0.59,0.0,0.1,2.25,1.08,21.27,1.27,1.27,0.1,0.98,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,197,290,67.9,3558,843,83,117,70.9,83,110,75.5,23,42,54.8,0.0,0.01,0.01,-0.01,0.39,2.35,0.1,0.0,2.55,28.43,27.35,0.78,0.39,0.1,0.29,0.69,0.0,0.1,0.1,0.0,0.0,19.31,0.29,0.39,1.37,0.29,0.14,0.67,0.08,1.4,0.9,52.8,0.39,0.0,0.0,1.57,1.18,0.1,0.29,0.59,0.0,0.0,3.53,2.75,2.45,1.27,0.1,0.88,0.29,0.69,1.47,0.78,0.88,0.1,1.57,1.37,0.0,46.7
108,114,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22.0,2002.0,12,10,837,9.3,0.0,0.0,0.0,0.0,0.02,0.1,0.02,0.1,11,5,45.5,6,54.5,72.8,3.98,23.44,36.34,13.44,0.97,72.8,1.18,0.54,0.65,33.44,138.28,69.57,1.51,0.86,0.0,1.4,0.22,37.53,2.47,1.83,0.11,1.61,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,427,549,77.8,6541,2447,214,236,90.7,174,228,76.3,22,46,47.8,0.0,0.09,0.11,-0.09,1.08,3.33,0.65,0.54,3.87,59.03,47.42,11.51,1.18,0.0,0.11,1.72,10.32,0.0,0.0,0.0,0.0,45.91,0.11,1.51,0.54,0.22,0.0,0.0,0.03,-0.2,-0.2,61.9,0.43,0.0,0.0,1.83,0.54,0.32,1.18,3.33,0.0,0.11,4.52,1.4,0.86,4.3,2.47,1.29,0.54,3.01,4.84,1.83,1.51,0.32,5.48,3.55,0.0,62.2
111,117,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28.0,1996.0,12,11,901,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,8,3,37.5,5,62.5,49.5,3.1,17.6,23.3,9.2,0.5,49.5,0.8,0.3,0.5,21.1,105.0,53.2,1.8,0.9,0.1,0.4,0.8,25.8,2.8,1.6,0.0,1.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,310,396,78.3,5215,1888,153,174,87.9,126,161,78.3,27,47,57.4,0.0,0.04,0.05,-0.04,0.8,2.1,1.0,0.6,2.2,39.6,32.4,7.0,1.0,0.0,0.0,1.7,5.9,0.1,0.0,0.0,0.0,31.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2,0.2,0.0,0.0,1.4,0.6,0.1,1.6,1.5,0.0,0.0,3.5,1.2,0.7,2.5,1.5,0.9,0.1,1.7,3.0,1.3,1.2,0.2,4.1,2.5,0.1,56.7
115,122,Joe Aribo,ng NGA,MF,Southampton,eng Premier League,28.0,1996.0,12,6,678,7.5,0.13,0.13,0.13,0.13,0.17,0.26,0.17,0.26,23,8,34.8,14,60.9,54.4,2.27,12.93,25.73,16.4,2.67,54.4,3.07,1.07,1.87,31.2,181.73,100.93,2.67,1.6,0.67,1.2,0.93,39.33,3.87,1.73,0.0,1.47,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,324,87.0,3886,745,173,194,89.2,95,105,90.5,6,8,75.0,0.0,0.09,0.08,-0.09,0.53,1.6,0.27,0.0,3.87,43.2,42.4,0.67,0.0,0.13,0.0,0.8,0.4,0.0,0.0,0.0,0.0,37.6,0.13,1.07,1.19,0.53,0.11,0.25,0.14,-0.3,-0.3,77.8,0.0,0.0,0.0,0.93,1.47,0.0,0.93,0.93,0.0,0.0,4.53,0.93,0.27,1.47,0.4,0.67,0.4,0.27,1.07,0.8,0.93,0.53,2.4,1.6,0.13,25.0
116,123,Adam Armstrong,eng ENG,"MF,FW",Southampton,eng Premier League,27.0,1997.0,10,7,621,6.9,0.29,0.43,0.29,0.43,0.34,0.4,0.21,0.26,10,3,30.0,7,70.0,32.46,0.87,3.77,10.58,18.12,4.78,32.32,1.45,0.43,1.01,21.16,101.74,44.2,2.32,0.72,0.72,1.01,1.45,24.2,7.97,1.74,0.43,1.01,0.14,0.14,0.43,0.0,0.0,0.14,0.0,0.0,0.29,0.0,0.0,127,162,78.4,1774,267,81,92,88.0,37,45,82.2,5,8,62.5,0.14,0.06,0.06,0.09,0.72,1.01,0.87,0.14,1.88,23.48,21.74,1.45,0.0,0.0,0.14,1.45,0.43,0.0,0.0,0.0,0.0,18.41,0.29,1.45,2.32,0.58,0.13,0.5,0.09,-0.4,0.6,25.0,0.43,0.0,0.0,1.16,0.29,0.43,0.29,0.14,0.0,0.0,1.45,0.14,0.43,0.87,0.14,0.29,0.43,0.29,1.01,0.72,0.29,0.0,1.16,0.72,0.0,28.6
122,129,Jann-Fiete Arp,de GER,FW,Holstein Kiel,de Bundesliga,24.0,2000.0,10,2,339,3.8,0.27,0.27,0.0,0.0,0.52,0.67,0.1,0.25,12,4,33.3,7,58.3,31.84,0.26,3.42,12.63,16.05,3.95,31.32,3.16,1.05,1.84,15.0,82.63,36.32,1.05,1.32,0.0,3.68,2.37,17.89,5.79,3.72,0.27,1.84,0.79,0.26,0.26,0.53,0.0,0.0,0.26,0.0,0.0,0.0,0.0,36,71,50.7,685,273,14,24,58.3,13,22,59.1,7,17,41.2,0.0,0.16,0.18,-0.16,1.32,0.0,1.05,0.26,1.32,18.68,14.74,2.89,0.53,0.0,0.53,3.16,1.32,0.79,0.79,0.0,0.0,9.47,1.05,0.53,1.59,0.8,0.0,0.0,0.06,-1.0,-0.4,25.0,0.79,0.26,0.26,2.37,1.32,0.53,0.0,1.05,0.0,0.0,1.32,0.53,1.58,1.32,0.79,0.26,0.26,0.26,1.32,1.05,0.53,0.0,1.32,0.26,0.0,20.0
124,132,Takuma Asano,jp JPN,FW,Mallorca,es La Liga,30.0,1994.0,6,4,319,3.5,0.0,0.0,0.0,0.0,0.19,0.19,0.19,0.19,9,3,33.3,5,55.6,32.57,0.57,5.43,10.57,17.71,5.71,32.57,2.57,0.86,1.43,20.29,146.29,86.0,4.57,2.0,2.0,2.0,0.57,22.57,5.71,1.13,0.0,0.57,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,73,60.3,634,167,28,34,82.4,14,21,66.7,1,7,14.3,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,2.57,20.86,20.86,0.0,0.0,0.0,0.57,3.14,0.0,0.0,0.0,0.0,0.0,12.57,0.0,1.71,2.54,0.85,0.0,0.0,0.08,-0.7,-0.7,33.3,0.0,0.0,0.0,0.29,1.14,0.29,0.57,0.86,0.0,0.0,4.29,0.57,1.14,1.43,0.29,0.86,0.29,0.57,0.86,0.29,0.86,0.0,2.0,1.14,0.0,66.7
129,137,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,21.0,2003.0,7,4,399,4.4,0.23,0.23,0.23,0.23,0.15,0.29,0.15,0.29,22,9,40.9,9,40.9,64.55,0.68,5.23,27.73,32.5,3.86,64.55,5.0,2.05,2.05,41.36,273.64,116.82,4.55,2.95,1.82,2.73,1.59,49.09,11.36,4.74,0.9,3.86,0.91,0.0,0.0,0.0,0.0,0.68,0.23,0.0,0.0,0.0,0.0,175,236,74.2,3142,972,82,92,89.1,69,83,83.1,23,45,51.1,0.0,0.14,0.41,-0.14,1.59,3.41,3.64,0.45,7.73,53.64,49.09,3.86,1.82,0.68,0.68,5.91,0.45,1.36,0.91,0.45,0.0,39.77,0.68,1.59,1.8,0.23,0.13,1.0,0.08,0.3,0.3,100.0,0.23,0.0,0.0,1.59,2.5,0.0,0.68,0.91,0.0,0.0,4.77,0.23,0.0,1.82,0.91,0.68,0.23,0.68,1.82,1.14,0.23,0.0,2.5,0.91,0.0,37.5
132,140,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,19.0,2005.0,13,13,1100,12.2,0.0,0.0,0.0,0.0,0.02,0.04,0.02,0.04,23,12,52.2,9,39.1,48.28,3.28,16.31,26.07,6.64,0.9,48.28,1.89,0.98,0.74,25.74,169.43,77.38,1.31,1.48,0.16,1.31,0.82,31.07,0.98,1.88,0.08,1.39,0.0,0.16,0.08,0.16,0.08,0.08,0.0,0.0,0.0,0.0,0.0,415,468,88.7,6338,1683,215,227,94.7,180,194,92.8,11,23,47.8,0.0,0.02,0.02,-0.02,0.41,2.13,0.16,0.0,3.36,38.36,37.95,0.41,0.41,0.08,0.0,0.66,0.0,0.0,0.0,0.0,0.0,34.02,0.0,0.57,0.9,0.08,0.0,0.0,0.02,-0.2,-0.2,46.2,0.25,0.0,0.0,1.72,1.8,0.16,1.31,1.56,0.0,0.0,4.51,0.98,1.15,2.05,0.98,0.98,0.08,0.74,0.98,0.25,0.66,0.25,3.36,1.72,0.0,75.0
137,147,Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30.0,1994.0,12,4,415,4.6,0.43,0.43,0.43,0.43,0.28,0.45,0.28,0.45,7,3,42.9,4,57.1,47.61,0.65,3.26,19.57,25.65,6.09,47.61,1.52,0.65,0.87,24.13,100.22,46.3,1.96,1.3,0.65,3.91,0.65,31.09,7.39,4.99,0.43,3.91,0.0,0.22,0.43,0.43,0.0,0.43,0.0,0.0,0.0,0.0,0.0,112,157,71.3,1837,461,64,80,80.0,34,45,75.6,11,18,61.1,0.0,0.17,0.15,-0.17,2.83,0.0,1.96,1.09,3.7,34.13,31.09,2.61,0.0,0.0,0.22,3.48,1.52,0.0,0.0,0.0,0.0,24.35,0.43,1.09,3.69,1.73,0.12,0.25,0.07,0.7,0.7,50.0,0.65,0.0,0.0,1.52,2.39,0.87,0.22,0.43,0.0,0.0,3.7,0.87,0.87,0.87,0.22,0.22,0.43,0.22,0.65,0.43,0.87,0.0,1.09,0.65,0.0,33.3
139,149,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,21.0,2003.0,11,7,656,7.3,0.0,0.0,0.0,0.0,0.09,0.21,0.09,0.21,26,9,34.6,9,34.6,58.63,2.47,12.33,29.86,17.4,2.6,58.63,3.56,1.23,1.23,30.96,160.68,68.9,1.51,0.96,0.55,2.6,1.37,38.22,4.25,3.42,0.14,1.37,0.82,0.41,0.27,0.41,0.14,0.14,0.0,0.0,0.0,0.0,0.0,252,313,80.5,3747,1022,146,160,91.3,90,102,88.2,9,32,28.1,0.0,0.11,0.12,-0.11,1.51,2.33,1.23,0.14,3.84,42.88,39.32,3.56,1.37,0.68,0.14,3.56,0.14,1.78,1.23,0.41,0.0,34.52,0.0,0.82,1.23,0.27,0.0,0.0,0.08,-0.7,-0.7,30.8,0.27,0.0,0.0,1.92,2.19,0.41,1.1,1.64,0.0,0.0,6.44,0.55,1.23,3.84,0.68,2.47,0.68,1.78,3.29,1.51,0.82,0.14,4.93,1.1,0.0,54.2
148,160,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24.0,2000.0,11,3,424,4.7,0.64,0.64,0.64,0.64,0.48,0.56,0.48,0.56,16,7,43.8,6,37.5,35.74,0.85,4.26,13.19,19.79,4.26,35.74,3.4,1.49,1.28,22.98,122.13,67.23,1.91,1.49,0.43,2.13,1.7,23.62,10.0,2.97,0.21,1.91,0.0,0.43,0.0,0.21,0.43,0.0,0.0,0.21,0.0,0.0,0.0,79,115,68.7,955,197,53,70,75.7,21,30,70.0,0,2,0.0,0.0,0.09,0.15,-0.09,1.06,0.43,0.64,0.21,1.49,24.47,24.04,0.43,0.0,0.21,0.21,2.98,0.21,0.0,0.0,0.0,0.0,16.81,0.0,0.85,1.7,0.85,0.38,0.75,0.28,0.7,0.7,25.0,0.21,0.0,0.0,2.13,1.7,0.43,0.21,1.7,0.0,0.0,4.89,0.21,0.64,2.13,0.64,0.85,0.64,1.28,1.91,0.64,1.7,0.0,2.34,0.64,0.43,66.7
151,163,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35.0,1989.0,11,10,763,8.5,0.0,0.0,0.0,0.0,0.07,0.18,0.07,0.18,9,5,55.6,2,22.2,57.88,2.82,14.47,36.82,7.06,0.47,57.88,1.06,0.59,0.24,29.06,104.59,41.88,0.59,0.82,0.12,1.18,0.59,37.88,0.71,1.89,0.0,1.65,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,415,79.8,5534,1882,163,195,83.6,133,145,91.7,27,56,48.2,0.0,0.11,0.07,-0.11,1.06,4.0,0.47,0.0,4.59,48.82,47.06,1.41,1.06,0.24,0.35,0.59,0.0,0.24,0.0,0.0,0.0,38.94,0.35,0.35,0.59,0.0,0.0,0.0,0.11,-0.6,-0.6,70.0,0.0,0.0,0.0,0.94,1.18,0.0,1.06,0.82,0.0,0.0,4.12,0.82,0.35,1.76,1.06,0.47,0.24,0.94,2.24,1.29,1.06,0.35,2.82,2.0,0.0,42.1
154,166,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,27.0,1997.0,11,8,584,6.5,0.0,0.31,0.0,0.31,0.08,0.27,0.08,0.27,22,7,31.8,10,45.5,42.46,1.54,6.62,11.08,25.69,4.46,42.46,3.38,1.08,1.54,27.38,182.62,87.08,4.15,1.23,2.31,3.08,2.62,30.31,8.15,2.47,0.31,1.69,0.15,0.31,0.0,0.31,0.0,0.31,0.0,0.0,0.0,0.0,0.0,139,198,70.2,2116,554,79,99,79.8,49,59,83.1,7,19,36.8,0.31,0.2,0.29,0.11,1.54,1.08,2.0,0.31,2.92,30.46,29.08,1.23,0.0,0.46,0.0,2.77,0.0,1.23,1.08,0.0,0.0,21.38,0.15,2.0,1.54,0.15,0.0,0.0,0.05,-0.5,-0.5,33.3,0.31,0.0,0.0,1.08,1.54,0.31,0.15,0.0,0.15,0.0,4.77,0.31,0.62,0.31,0.0,0.15,0.15,0.0,0.31,0.31,0.92,0.0,0.46,0.92,0.0,0.0
155,167,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30.0,1994.0,8,6,534,5.9,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,3,3,100.0,0,0.0,55.42,7.97,27.97,26.1,1.53,0.68,55.42,0.51,0.51,0.0,27.8,153.73,75.59,0.17,0.68,0.0,0.85,0.0,34.75,0.0,0.34,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,265,89.1,4208,1650,92,96,95.8,121,131,92.4,21,35,60.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,2.2,44.92,41.69,3.05,1.69,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,40.0,0.17,0.0,0.51,0.0,0.0,0.0,0.09,-0.3,-0.3,53.3,0.34,0.0,0.0,1.02,0.17,0.0,1.02,0.34,0.0,0.17,2.71,1.36,1.19,1.53,0.85,0.68,0.0,0.34,0.51,0.17,1.86,1.02,2.54,4.07,0.0,66.7
156,168,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,25.0,1999.0,11,4,352,3.9,0.26,0.26,0.26,0.26,0.3,0.39,0.3,0.39,2,0,0.0,2,100.0,30.0,1.28,2.05,11.79,16.15,4.62,30.0,0.51,0.0,0.51,13.33,57.95,21.28,0.77,0.26,0.26,1.03,0.26,19.74,3.08,2.04,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,86,65.1,718,130,35,49,71.4,11,20,55.0,3,4,75.0,0.0,0.08,0.1,-0.08,1.28,1.28,0.0,0.0,1.79,22.05,20.26,1.79,0.0,0.0,0.26,0.77,0.26,0.0,0.0,0.0,0.0,14.36,0.0,0.77,2.3,1.28,0.11,0.2,0.13,-0.2,-0.2,54.8,0.26,0.0,0.0,2.05,0.51,1.54,0.0,0.26,0.0,0.0,0.77,4.36,3.59,0.51,0.0,0.26,0.26,0.0,0.0,0.0,1.28,0.51,0.51,0.77,0.0,0.0
164,178,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32.0,1992.0,10,6,593,6.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,4,2,50.0,1,25.0,50.15,3.48,17.27,23.64,10.0,0.45,50.15,0.61,0.3,0.15,20.45,71.06,29.7,0.76,0.45,0.3,0.91,0.15,23.64,1.36,1.21,0.15,0.91,0.15,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,208,280,74.3,3597,1518,89,102,87.3,105,130,80.8,13,37,35.1,0.0,0.03,0.02,-0.03,0.45,3.03,0.3,0.0,3.33,42.42,31.06,11.21,0.61,0.0,0.0,1.21,10.61,0.0,0.0,0.0,0.0,31.52,0.15,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.3,0.0,0.0,1.36,0.61,0.0,0.91,1.21,0.0,0.0,3.18,1.06,1.97,1.52,0.3,0.76,0.45,0.45,1.52,1.06,0.61,0.15,2.42,2.73,0.0,30.0
